Date/Time,Unit,Value,a
07-07-15 21:28:01,C,28,161
07-07-15 22:28:01,C,23,162
07-07-15 23:28:01,C,22,661
08-07-15 0:28:01,C,22,161
08-07-15 1:28:01,C,21,661
08-07-15 2:28:01,C,21,16
08-07-15 3:28:01,C,20,66
08-07-15 4:28:01,C,20,159
08-07-15 5:28:01,C,19,158
08-07-15 6:28:01,C,18,657
08-07-15 7:28:01,C,19,158
08-07-15 8:28:01,C,19,158
08-07-15 9:28:01,C,20,66
08-07-15 10:28:01,C,25,662
08-07-15 11:28:01,C,30,657
08-07-15 12:28:01,C,30,158
08-07-15 13:28:01,C,24,662
08-07-15 14:28:01,C,25,162
08-07-15 15:28:01,C,23,162
08-07-15 16:28:01,C,17,655
08-07-15 17:28:01,C,15,65
08-07-15 18:28:01,C,14,146
08-07-15 19:28:01,C,13,644
08-07-15 20:28:01,C,13,644
08-07-15 21:28:01,C,13,142
08-07-15 22:28:01,C,12,139
08-07-15 23:28:01,C,11,637
09-07-15 0:28:01,C,10,633
09-07-15 1:28:01,C,10,633
09-07-15 2:28:01,C,10,633
09-07-15 3:28:01,C,10,131
09-07-15 4:28:01,C,9,127
09-07-15 5:28:01,C,9,629
09-07-15 6:28:01,C,11,637
09-07-15 7:28:01,C,13,644
09-07-15 8:28:01,C,17,154
09-07-15 9:28:01,C,25,162
09-07-15 10:28:01,C,30,158
09-07-15 11:28:01,C,36,642
09-07-15 12:28:01,C,23,162
09-07-15 13:28:01,C,23,162
09-07-15 14:28:01,C,16,653
09-07-15 15:28:01,C,14,647
09-07-15 16:28:01,C,14,146
09-07-15 17:28:01,C,14,146
09-07-15 18:28:01,C,14,146
09-07-15 19:28:01,C,12,641
09-07-15 20:28:01,C,13,142
09-07-15 21:28:01,C,13,142
09-07-15 22:28:01,C,12,641
09-07-15 23:28:01,C,11,637
10-07-15 0:28:01,C,10,633
10-07-15 1:28:01,C,10,131
10-07-15 2:28:01,C,9,629
10-07-15 3:28:01,C,9,629
10-07-15 4:28:01,C,9,127
10-07-15 5:28:01,C,8,624
10-07-15 6:28:01,C,8,624
10-07-15 7:28:01,C,9,629
10-07-15 8:28:01,C,13,644
10-07-15 9:28:01,C,22,661
10-07-15 10:28:01,C,31,156
10-07-15 11:28:01,C,34,648
10-07-15 12:28:01,C,31,156
10-07-15 13:28:01,C,21,661
10-07-15 14:28:01,C,21,16
10-07-15 15:28:01,C,19,158
10-07-15 16:28:01,C,18,657
10-07-15 17:28:01,C,17,655
10-07-15 18:28:01,C,17,154
10-07-15 19:28:01,C,15,65
10-07-15 20:28:01,C,14,647
10-07-15 21:28:01,C,13,142
10-07-15 22:28:01,C,12,139
10-07-15 23:28:01,C,11,135
11-07-15 0:28:01,C,10,131
11-07-15 1:28:01,C,9,127
11-07-15 2:28:01,C,8,624
11-07-15 3:28:01,C,8,122
11-07-15 4:28:01,C,7,619
11-07-15 5:28:01,C,9,127
11-07-15 6:28:01,C,12,139
11-07-15 7:28:01,C,13,644
11-07-15 8:28:01,C,16,653
11-07-15 9:28:01,C,25,162
11-07-15 10:28:01,C,34,149
11-07-15 11:28:01,C,31,156
11-07-15 12:28:01,C,25,162
11-07-15 13:28:01,C,22,161
11-07-15 14:28:01,C,22,161
11-07-15 15:28:01,C,23,662
11-07-15 16:28:01,C,28,66
11-07-15 17:28:01,C,25,662
11-07-15 18:28:01,C,27,661
11-07-15 19:28:01,C,23,162
11-07-15 20:28:01,C,22,661
11-07-15 21:28:01,C,22,161
11-07-15 22:28:01,C,21,661
11-07-15 23:28:01,C,21,16
12-07-15 0:28:01,C,20,66
12-07-15 1:28:01,C,20,66
12-07-15 2:28:01,C,20,159
12-07-15 3:28:01,C,19,658
12-07-15 4:28:01,C,19,158
12-07-15 5:28:01,C,19,158
12-07-15 6:28:01,C,19,158
12-07-15 7:28:01,C,19,158
12-07-15 8:28:01,C,19,658
12-07-15 9:28:01,C,19,658
12-07-15 10:28:01,C,20,159
12-07-15 11:28:01,C,20,159
12-07-15 12:28:01,C,20,66
12-07-15 13:28:01,C,21,16
12-07-15 14:28:01,C,21,661
12-07-15 15:28:01,C,22,661
12-07-15 16:28:01,C,23,162
12-07-15 17:28:01,C,23,162
12-07-15 18:28:01,C,23,162
12-07-15 19:28:01,C,22,661
12-07-15 20:28:01,C,22,661
12-07-15 21:28:01,C,22,161
12-07-15 22:28:01,C,21,661
12-07-15 23:28:01,C,21,16
13-07-15 0:28:01,C,20,66
13-07-15 1:28:01,C,20,159
13-07-15 2:28:01,C,19,658
13-07-15 3:28:01,C,19,158
13-07-15 4:28:01,C,18,657
13-07-15 5:28:01,C,18,156
13-07-15 6:28:01,C,18,156
13-07-15 7:28:01,C,18,156
13-07-15 8:28:01,C,18,156
13-07-15 9:28:01,C,18,657
13-07-15 10:28:01,C,19,158
13-07-15 11:28:01,C,19,658
13-07-15 12:28:01,C,20,66
13-07-15 13:28:01,C,21,16
13-07-15 14:28:01,C,22,161
13-07-15 15:28:01,C,22,661
